lemma_de,article,part_of_speech,current_meaning_ja,candidate_meaning_ja,query,review_status,notes
Kohl,der,noun,キャベツ,キャベツ,Kohl,machine_candidate,Review before applying to seed
Kollege,der,noun,同僚,同僚,Kollege,machine_candidate,Review before applying to seed
komisch,,adjective,面白い,面白い,komisch,machine_candidate,Review before applying to seed
kommen,,verb,来る,来る,kommen,machine_candidate,Review before applying to seed
Kommunismus,der,noun,共産主義,共産主義,Kommunismus,machine_candidate,Review before applying to seed
König,der,noun,王,王,König,machine_candidate,Review before applying to seed
Königin,die,noun,女王,女王,Königin,machine_candidate,Review before applying to seed
können,,verb,できる,できる,können,machine_candidate,Review before applying to seed
Konto,das,noun,アカウント,アカウント,Konto,machine_candidate,Review before applying to seed
Konzert,das,noun,コンサート,コンサート,Konzert,machine_candidate,Review before applying to seed
Kopf,der,noun,頭,頭,Kopf,machine_candidate,Review before applying to seed
Kopfschmerzen,die,noun,頭痛,頭痛,Kopfschmerzen,machine_candidate,Review before applying to seed
Korb,der,noun,バスケット,バスケット,Korb,machine_candidate,Review before applying to seed
Körper,der,noun,体,体,Körper,machine_candidate,Review before applying to seed
kosten,,verb,料金,料金,kosten,machine_candidate,Review before applying to seed
kostenlos,,unknown,無料で,無料で,kostenlos,machine_candidate,Review before applying to seed
Kraft,die,noun,力,力,Kraft,machine_candidate,Review before applying to seed
Kraftwerk,das,noun,発電所,発電所,Kraftwerk,machine_candidate,Review before applying to seed
krank,,unknown,病気,病気,krank,machine_candidate,Review before applying to seed
Kranke,die,noun,病気,病気,Kranke,machine_candidate,Review before applying to seed
Krankenhaus,das,noun,病院,病院,Krankenhaus,machine_candidate,Review before applying to seed
Krankenpfleger,der,noun,看護師,看護師,Krankenpfleger,machine_candidate,Review before applying to seed
Krankheit,die,noun,病気,病気,Krankheit,machine_candidate,Review before applying to seed
Krawatte,die,noun,ネクタイ,ネクタイ,Krawatte,machine_candidate,Review before applying to seed
Kreditkarte,die,noun,クレジットカード,クレジットカード,Kreditkarte,machine_candidate,Review before applying to seed
Kreis,der,noun,丸,丸,Kreis,machine_candidate,Review before applying to seed
Kreuzung,die,noun,交差点,交差点,Kreuzung,machine_candidate,Review before applying to seed
Krieg,der,noun,戦争,戦争,Krieg,machine_candidate,Review before applying to seed
kriegen,,verb,得る,得る,kriegen,machine_candidate,Review before applying to seed
Küche,die,noun,台所,台所,Küche,machine_candidate,Review before applying to seed
Kuchen,der,noun,ケーキ,ケーキ,Kuchen,machine_candidate,Review before applying to seed
Kugelschreiber,der,noun,ボールペン,ボールペン,Kugelschreiber,machine_candidate,Review before applying to seed
Kuh,die,noun,牛,牛,Kuh,machine_candidate,Review before applying to seed
kühl,,unknown,いいね,いいね,kühl,machine_candidate,Review before applying to seed
Kühlschrank,der,noun,冷蔵庫,冷蔵庫,Kühlschrank,machine_candidate,Review before applying to seed
kühn,,unknown,大胆な,大胆な,kühn,machine_candidate,Review before applying to seed
Kultur,die,noun,文化,文化,Kultur,machine_candidate,Review before applying to seed
kümmern,,verb,気をつけて,気をつけて,kümmern,machine_candidate,Review before applying to seed
Kunde,der,noun,お客様,お客様,Kunde,machine_candidate,Review before applying to seed
Kunst,die,noun,美術,美術,Kunst,machine_candidate,Review before applying to seed
Künstler,der,noun,アーティスト,アーティスト,Künstler,machine_candidate,Review before applying to seed
Kurs,der,noun,コース,コース,Kurs,machine_candidate,Review before applying to seed
kurz,,unknown,短い,短い,kurz,machine_candidate,Review before applying to seed
Kuss,der,noun,キス,キス,Kuss,machine_candidate,Review before applying to seed
küssen,,verb,キス,キス,küssen,machine_candidate,Review before applying to seed
lächeln,,verb,笑顔,笑顔,lächeln,machine_candidate,Review before applying to seed
lachen,,verb,笑う,笑う,lachen,machine_candidate,Review before applying to seed
Laden,der,noun,負荷,負荷,Laden,machine_candidate,Review before applying to seed
Lampe,die,noun,ランプ,ランプ,Lampe,machine_candidate,Review before applying to seed
Land,das,noun,国,国,Land,machine_candidate,Review before applying to seed
landen,,verb,土地,土地,landen,machine_candidate,Review before applying to seed
Landschaft,die,noun,風景,風景,Landschaft,machine_candidate,Review before applying to seed
Landwirtschaft,die,noun,農業,農業,Landwirtschaft,machine_candidate,Review before applying to seed
lang,,unknown,長さ,長さ,lang,machine_candidate,Review before applying to seed
lange,,unknown,長さ,長さ,lange,machine_candidate,Review before applying to seed
langsam,,adjective,遅い,遅い,langsam,machine_candidate,Review before applying to seed
langweilig,,adjective,つまらない,つまらない,langweilig,machine_candidate,Review before applying to seed
Lärm,der,noun,ノイズ,ノイズ,Lärm,machine_candidate,Review before applying to seed
lassen,,verb,させる、そのままにする,させる、そのままにする,lassen,machine_candidate,Review before applying to seed
laufen,,verb,走る,走る,laufen,machine_candidate,Review before applying to seed
Laune,die,noun,気分,気分,Laune,machine_candidate,Review before applying to seed
laut,,unknown,うるさい,うるさい,laut,machine_candidate,Review before applying to seed
Leben,das,noun,人生,人生,Leben,machine_candidate,Review before applying to seed
lebendig,,adjective,活気のある,活気のある,lebendig,machine_candidate,Review before applying to seed
Lebensmittel,das,noun,食料品,食料品,Lebensmittel,machine_candidate,Review before applying to seed
ledig,,adjective,シングル,シングル,ledig,machine_candidate,Review before applying to seed
leer,,unknown,空の,空の,leer,machine_candidate,Review before applying to seed
legen,,verb,横に置く,横に置く,legen,machine_candidate,Review before applying to seed
lehren,,verb,教える,教える,lehren,machine_candidate,Review before applying to seed
Lehrer,der,noun,教師,教師,Lehrer,machine_candidate,Review before applying to seed
leicht,,unknown,ライト,ライト,leicht,machine_candidate,Review before applying to seed
leider,,unknown,残念ながら,残念ながら,leider,machine_candidate,Review before applying to seed
leid|tun,,unknown,ごめん,ごめん,leid|tun,machine_candidate,Review before applying to seed
leihen,,verb,貸す,貸す,leihen,machine_candidate,Review before applying to seed
leise,,unknown,静かな,静かな,leise,machine_candidate,Review before applying to seed
lernen,,verb,学ぶ,学ぶ,lernen,machine_candidate,Review before applying to seed
lesen,,verb,読む,読む,lesen,machine_candidate,Review before applying to seed
letzt,,unknown,最後,最後,letzt,machine_candidate,Review before applying to seed
Leute,die,noun,人々,人々,Leute,machine_candidate,Review before applying to seed
Licht,das,noun,ライト,ライト,Licht,machine_candidate,Review before applying to seed
lieb,,unknown,親愛なる,親愛なる,lieb,machine_candidate,Review before applying to seed
Liebe,die,noun,愛,愛,Liebe,machine_candidate,Review before applying to seed
lieben,,verb,愛,愛,lieben,machine_candidate,Review before applying to seed
lieber,,unknown,親愛なる,親愛なる,lieber,machine_candidate,Review before applying to seed
Lied,das,noun,歌,歌,Lied,machine_candidate,Review before applying to seed
liefern,,verb,配達,配達,liefern,machine_candidate,Review before applying to seed
liegen,,verb,横たわっている、位置する,横たわっている、位置する,liegen,machine_candidate,Review before applying to seed
Linie,die,noun,ライン,ライン,Linie,machine_candidate,Review before applying to seed
links,,unknown,左,左,links,machine_candidate,Review before applying to seed
Liste,die,noun,リスト,リスト,Liste,machine_candidate,Review before applying to seed
Liter,der,noun,リットル,リットル,Liter,machine_candidate,Review before applying to seed
Literatur,die,noun,文学,文学,Literatur,machine_candidate,Review before applying to seed
Lkw,der,noun,トラック,トラック,Lkw,machine_candidate,Review before applying to seed
loben,,verb,賞賛,賞賛,loben,machine_candidate,Review before applying to seed
Loch,das,noun,穴,穴,Loch,machine_candidate,Review before applying to seed
Löffel,der,noun,スプーン,スプーン,Löffel,machine_candidate,Review before applying to seed
Lohn,der,noun,給料,給料,Lohn,machine_candidate,Review before applying to seed
los,,unknown,行く,行く,los,machine_candidate,Review before applying to seed
lösen,,verb,解決する,解決する,lösen,machine_candidate,Review before applying to seed
Lösung,die,noun,解決,解決,Lösung,machine_candidate,Review before applying to seed
Luft,die,noun,空気,空気,Luft,machine_candidate,Review before applying to seed
Luftpost,die,noun,航空便,航空便,Luftpost,machine_candidate,Review before applying to seed
lügen,,verb,嘘,嘘,lügen,machine_candidate,Review before applying to seed
Lust,die,noun,欲望,欲望,Lust,machine_candidate,Review before applying to seed
lustig,,adjective,面白い,面白い,lustig,machine_candidate,Review before applying to seed
Macht,die,noun,力,力,Macht,machine_candidate,Review before applying to seed
Mädchen,das,noun,女の子,女の子,Mädchen,machine_candidate,Review before applying to seed
Magen,der,noun,胃,胃,Magen,machine_candidate,Review before applying to seed
mal,,unknown,ただ,ただ,mal,machine_candidate,Review before applying to seed
malen,,verb,ペイント,ペイント,malen,machine_candidate,Review before applying to seed
Maler,der,noun,画家,画家,Maler,machine_candidate,Review before applying to seed
man,,unknown,男,男,man,machine_candidate,Review before applying to seed
manchmal,,unknown,時々,時々,manchmal,machine_candidate,Review before applying to seed
Mangel,der,noun,不足,不足,Mangel,machine_candidate,Review before applying to seed
Mann,der,noun,男,男,Mann,machine_candidate,Review before applying to seed
Mannschaft,die,noun,チーム,チーム,Mannschaft,machine_candidate,Review before applying to seed
Mantel,der,noun,コート,コート,Mantel,machine_candidate,Review before applying to seed
Märchen,das,noun,おとぎ話,おとぎ話,Märchen,machine_candidate,Review before applying to seed
Mark,die,noun,マーク,マーク,Mark,machine_candidate,Review before applying to seed
Markt,der,noun,市場,市場,Markt,machine_candidate,Review before applying to seed
Marktplatz,der,noun,市場,市場,Marktplatz,machine_candidate,Review before applying to seed
Marmelade,die,noun,ジャム,ジャム,Marmelade,machine_candidate,Review before applying to seed
Maschine,die,noun,機械,機械,Maschine,machine_candidate,Review before applying to seed
Mathematik,die,noun,数学,数学,Mathematik,machine_candidate,Review before applying to seed
Mauer,die,noun,壁,壁,Mauer,machine_candidate,Review before applying to seed
Maus,die,noun,ねずみ,ねずみ,Maus,machine_candidate,Review before applying to seed
Medikament,das,noun,薬,薬,Medikament,machine_candidate,Review before applying to seed
Medizin,die,noun,薬,薬,Medizin,machine_candidate,Review before applying to seed
Meer,das,noun,海,海,Meer,machine_candidate,Review before applying to seed
mehr,,unknown,もっと,もっと,mehr,machine_candidate,Review before applying to seed
mehrere,,unknown,いくつかの,いくつかの,mehrere,machine_candidate,Review before applying to seed
meinen,,verb,思う、意味する,思う、意味する,meinen,machine_candidate,Review before applying to seed
Meinung,die,noun,意見,意見,Meinung,machine_candidate,Review before applying to seed
meist,,unknown,たいてい,たいてい,meist,machine_candidate,Review before applying to seed
meistens,,unknown,たいてい,たいてい,meistens,machine_candidate,Review before applying to seed
Meister,der,noun,マスター,マスター,Meister,machine_candidate,Review before applying to seed
Mensa,die,noun,食堂,食堂,Mensa,machine_candidate,Review before applying to seed
Mensch,der,noun,人,人,Mensch,machine_candidate,Review before applying to seed
Menü,das,noun,メニュー,メニュー,Menü,machine_candidate,Review before applying to seed
merken,,verb,覚えて,覚えて,merken,machine_candidate,Review before applying to seed
messen,,verb,測定,測定,messen,machine_candidate,Review before applying to seed
Messer,das,noun,ナイフ,ナイフ,Messer,machine_candidate,Review before applying to seed
Meter,der,noun,メーター,メーター,Meter,machine_candidate,Review before applying to seed
Miete,die,noun,家賃,家賃,Miete,machine_candidate,Review before applying to seed
mieten,,verb,家賃,家賃,mieten,machine_candidate,Review before applying to seed
Milch,die,noun,牛乳,牛乳,Milch,machine_candidate,Review before applying to seed
Million,die,noun,百万,百万,Million,machine_candidate,Review before applying to seed
Minister,der,noun,大臣,大臣,Minister,machine_candidate,Review before applying to seed
Minute,die,noun,分,分,Minute,machine_candidate,Review before applying to seed
mit/bringen,,verb,持っていく,持っていく,mit/bringen,machine_candidate,Review before applying to seed
mit/kommen,,verb,付いている/来る,付いている/来る,mit/kommen,machine_candidate,Review before applying to seed
mit/teilen,,verb,通信する,通信する,mit/teilen,machine_candidate,Review before applying to seed
miteinander,,unknown,お互い,お互い,miteinander,machine_candidate,Review before applying to seed
Mittag,der,noun,正午,正午,Mittag,machine_candidate,Review before applying to seed
mittags,,unknown,正午に,正午に,mittags,machine_candidate,Review before applying to seed
Mitte,die,noun,中心,中心,Mitte,machine_candidate,Review before applying to seed
Mittel,das,noun,中くらい,中くらい,Mittel,machine_candidate,Review before applying to seed
mitten,,verb,真ん中,真ん中,mitten,machine_candidate,Review before applying to seed
Mitternacht,die,noun,夜中,夜中,Mitternacht,machine_candidate,Review before applying to seed
Möbel,das,noun,家具,家具,Möbel,machine_candidate,Review before applying to seed
möchte,,unknown,欲しい,欲しい,möchte,machine_candidate,Review before applying to seed
Mode,die,noun,ファッション,ファッション,Mode,machine_candidate,Review before applying to seed
modern,,verb,モダンな,モダンな,modern,machine_candidate,Review before applying to seed
mögen,,verb,好む,好む,mögen,machine_candidate,Review before applying to seed
möglich,,adjective,可能,可能,möglich,machine_candidate,Review before applying to seed
Moment,der,noun,一瞬,一瞬,Moment,machine_candidate,Review before applying to seed
Monat,der,noun,月,月,Monat,machine_candidate,Review before applying to seed
monatlich,,adjective,毎月,毎月,monatlich,machine_candidate,Review before applying to seed
Mond,der,noun,月,月,Mond,machine_candidate,Review before applying to seed
morgens,,unknown,朝,朝,morgens,machine_candidate,Review before applying to seed
Motorrad,das,noun,オートバイ,オートバイ,Motorrad,machine_candidate,Review before applying to seed
müde,,unknown,疲れた,疲れた,müde,machine_candidate,Review before applying to seed
Mühe,die,noun,努力,努力,Mühe,machine_candidate,Review before applying to seed
Müll,der,noun,ごみ,ごみ,Müll,machine_candidate,Review before applying to seed
Mund,der,noun,口,口,Mund,machine_candidate,Review before applying to seed
Münze,die,noun,コイン,コイン,Münze,machine_candidate,Review before applying to seed
Museum,das,noun,博物館,博物館,Museum,machine_candidate,Review before applying to seed
Musik,die,noun,音楽,音楽,Musik,machine_candidate,Review before applying to seed
Musiker,der,noun,ミュージシャン,ミュージシャン,Musiker,machine_candidate,Review before applying to seed
müssen,,verb,しなければならない,しなければならない,müssen,machine_candidate,Review before applying to seed
Mut,der,noun,勇気,勇気,Mut,machine_candidate,Review before applying to seed
Mutter,die,noun,母親,母親,Mutter,machine_candidate,Review before applying to seed
nach,,unknown,後,後,nach,machine_candidate,Review before applying to seed
Nachbar,der,noun,近所の人,近所の人,Nachbar,machine_candidate,Review before applying to seed
nachdem,,unknown,後,後,nachdem,machine_candidate,Review before applying to seed
Nachmittag,der,noun,午後,午後,Nachmittag,machine_candidate,Review before applying to seed
nachmittags,,unknown,午後,午後,nachmittags,machine_candidate,Review before applying to seed
Nachricht,die,noun,ニュース,ニュース,Nachricht,machine_candidate,Review before applying to seed
nächst,,unknown,次,次,nächst,machine_candidate,Review before applying to seed
Nacht,die,noun,夜,夜,Nacht,machine_candidate,Review before applying to seed
Nachtisch,der,noun,デザート,デザート,Nachtisch,machine_candidate,Review before applying to seed
nachts,,unknown,夜に,夜に,nachts,machine_candidate,Review before applying to seed
nackt,,unknown,裸,裸,nackt,machine_candidate,Review before applying to seed
Name,der,noun,名前,名前,Name,machine_candidate,Review before applying to seed
nämlich,,adjective,つまり,つまり,nämlich,machine_candidate,Review before applying to seed
Nase,die,noun,鼻,鼻,Nase,machine_candidate,Review before applying to seed
nass,,unknown,濡れた,濡れた,nass,machine_candidate,Review before applying to seed
Nation,die,noun,国家,国家,Nation,machine_candidate,Review before applying to seed
national,,unknown,全国,全国,national,machine_candidate,Review before applying to seed
Natur,die,noun,自然,自然,Natur,machine_candidate,Review before applying to seed
natürlich,,adjective,当然,当然,natürlich,machine_candidate,Review before applying to seed
neben,,verb,の隣に,の隣に,neben,machine_candidate,Review before applying to seed
Neffe,der,noun,甥,甥,Neffe,machine_candidate,Review before applying to seed
nein,,unknown,いいえ,いいえ,nein,machine_candidate,Review before applying to seed
nennen,,verb,名前を付ける,名前を付ける,nennen,machine_candidate,Review before applying to seed
nett,,unknown,ニース,ニース,nett,machine_candidate,Review before applying to seed
Netz,das,noun,ネットワーク,ネットワーク,Netz,machine_candidate,Review before applying to seed
neu,,unknown,新しい,新しい,neu,machine_candidate,Review before applying to seed
neuerdings,,unknown,最近,最近,neuerdings,machine_candidate,Review before applying to seed
neulich,,adjective,最近,最近,neulich,machine_candidate,Review before applying to seed
nicht,,unknown,ない,ない,nicht,machine_candidate,Review before applying to seed
Nichte,die,noun,姪,姪,Nichte,machine_candidate,Review before applying to seed
nichts,,unknown,何もない,何もない,nichts,machine_candidate,Review before applying to seed
nie,,unknown,一度もない,一度もない,nie,machine_candidate,Review before applying to seed
niedrig,,adjective,低い,低い,niedrig,machine_candidate,Review before applying to seed
niemals,,unknown,一度もない,一度もない,niemals,machine_candidate,Review before applying to seed
niemand,,unknown,誰も,誰も,niemand,machine_candidate,Review before applying to seed
noch,,unknown,まだ,まだ,noch,machine_candidate,Review before applying to seed
Norden,der,noun,北,北,Norden,machine_candidate,Review before applying to seed
normal,,unknown,普通,普通,normal,machine_candidate,Review before applying to seed
Not,die,noun,苦痛,苦痛,Not,machine_candidate,Review before applying to seed
nötig,,adjective,必要,必要,nötig,machine_candidate,Review before applying to seed
Nummer,die,noun,番号,番号,Nummer,machine_candidate,Review before applying to seed
nun,,unknown,それで,それで,nun,machine_candidate,Review before applying to seed
nur,,unknown,のみ,のみ,nur,machine_candidate,Review before applying to seed
nützen,,verb,使用,使用,nützen,machine_candidate,Review before applying to seed
nützlich,,adjective,役に立つ,役に立つ,nützlich,machine_candidate,Review before applying to seed
ob,,unknown,かどうか,かどうか,ob,machine_candidate,Review before applying to seed
oben,,verb,上,上,oben,machine_candidate,Review before applying to seed
Ober,der,noun,オーバー,オーバー,Ober,machine_candidate,Review before applying to seed
Obst,das,noun,フルーツ,フルーツ,Obst,machine_candidate,Review before applying to seed
obwohl,,unknown,それでも,それでも,obwohl,machine_candidate,Review before applying to seed
oder,,unknown,または,または,oder,machine_candidate,Review before applying to seed
offen,,verb,開ける,開ける,offen,machine_candidate,Review before applying to seed
öffnen,,verb,開ける,開ける,öffnen,machine_candidate,Review before applying to seed
oft,,unknown,頻繁,頻繁,oft,machine_candidate,Review before applying to seed
oh,,unknown,おお,おお,oh,machine_candidate,Review before applying to seed
ohne,,unknown,それなし,それなし,ohne,machine_candidate,Review before applying to seed
Ohr,das,noun,耳,耳,Ohr,machine_candidate,Review before applying to seed
Öl,das,noun,油,油,Öl,machine_candidate,Review before applying to seed
Onkel,der,noun,叔父,叔父,Onkel,machine_candidate,Review before applying to seed
Oper,die,noun,オペラ,オペラ,Oper,machine_candidate,Review before applying to seed
Operation,die,noun,手術,手術,Operation,machine_candidate,Review before applying to seed
operieren,,verb,操作する,操作する,operieren,machine_candidate,Review before applying to seed
Opfer,das,noun,被害者,被害者,Opfer,machine_candidate,Review before applying to seed
Orange,die,noun,オレンジ,オレンジ,Orange,machine_candidate,Review before applying to seed
Ordnung,die,noun,注文,注文,Ordnung,machine_candidate,Review before applying to seed
original,,unknown,オリジナル,オリジナル,original,machine_candidate,Review before applying to seed
Ort,der,noun,位置,位置,Ort,machine_candidate,Review before applying to seed
Osten,der,noun,東,東,Osten,machine_candidate,Review before applying to seed
Ostern,das,noun,イースター,イースター,Ostern,machine_candidate,Review before applying to seed
paar,,unknown,カップル,カップル,paar,machine_candidate,Review before applying to seed
packen,,verb,パック,パック,packen,machine_candidate,Review before applying to seed
Paket,das,noun,パッケージ,パッケージ,Paket,machine_candidate,Review before applying to seed
Papier,das,noun,紙,紙,Papier,machine_candidate,Review before applying to seed
Park,der,noun,公園,公園,Park,machine_candidate,Review before applying to seed
parken,,verb,公園,公園,parken,machine_candidate,Review before applying to seed
Partei,die,noun,パーティー,パーティー,Partei,machine_candidate,Review before applying to seed
Party,die,noun,パーティー,パーティー,Party,machine_candidate,Review before applying to seed
Pass,der,noun,パスポート,パスポート,Pass,machine_candidate,Review before applying to seed
passen,,verb,フィット,フィット,passen,machine_candidate,Review before applying to seed
passieren,,verb,起こる,起こる,passieren,machine_candidate,Review before applying to seed
Patient,der,noun,忍耐強い,忍耐強い,Patient,machine_candidate,Review before applying to seed
Pause,die,noun,一時停止,一時停止,Pause,machine_candidate,Review before applying to seed
Person,die,noun,人,人,Person,machine_candidate,Review before applying to seed
persönlich,,adjective,個人的,個人的,persönlich,machine_candidate,Review before applying to seed
Pfanne,die,noun,パン,パン,Pfanne,machine_candidate,Review before applying to seed
Pferd,das,noun,馬,馬,Pferd,machine_candidate,Review before applying to seed
Pflanze,die,noun,植物,植物,Pflanze,machine_candidate,Review before applying to seed
pflegen,,verb,維持する,維持する,pflegen,machine_candidate,Review before applying to seed
Pflicht,die,noun,義務,義務,Pflicht,machine_candidate,Review before applying to seed
Pfund,das,noun,ポンド,ポンド,Pfund,machine_candidate,Review before applying to seed
Philosoph,der,noun,哲学者,哲学者,Philosoph,machine_candidate,Review before applying to seed
Physik,die,noun,物理,物理,Physik,machine_candidate,Review before applying to seed
Pilz,der,noun,キノコ,キノコ,Pilz,machine_candidate,Review before applying to seed
Pkw,der,noun,車,車,Pkw,machine_candidate,Review before applying to seed
Plan,der,noun,プラン,プラン,Plan,machine_candidate,Review before applying to seed
Platz,der,noun,場所,場所,Platz,machine_candidate,Review before applying to seed
plötzlich,,adjective,突然,突然,plötzlich,machine_candidate,Review before applying to seed
Politik,die,noun,政治,政治,Politik,machine_candidate,Review before applying to seed
Polizei,die,noun,警察,警察,Polizei,machine_candidate,Review before applying to seed
Polizist,der,noun,警官,警官,Polizist,machine_candidate,Review before applying to seed
Portemonnaie,das,noun,財布,財布,Portemonnaie,machine_candidate,Review before applying to seed
Post,die,noun,役職,役職,Post,machine_candidate,Review before applying to seed
Postamt,das,noun,郵便局,郵便局,Postamt,machine_candidate,Review before applying to seed
Postkarte,die,noun,ポストカード,ポストカード,Postkarte,machine_candidate,Review before applying to seed
praktisch,,adjective,実用的,実用的,praktisch,machine_candidate,Review before applying to seed
Preis,der,noun,価格,価格,Preis,machine_candidate,Review before applying to seed
preiswert,,unknown,安価な,安価な,preiswert,machine_candidate,Review before applying to seed
prima,,unknown,素晴らしい,素晴らしい,prima,machine_candidate,Review before applying to seed
Prinz,der,noun,王子,王子,Prinz,machine_candidate,Review before applying to seed
Prinzessin,die,noun,お姫様,お姫様,Prinzessin,machine_candidate,Review before applying to seed
pro,,unknown,あたり,あたり,pro,machine_candidate,Review before applying to seed
proberen,,verb,リハーサルする,リハーサルする,proberen,machine_candidate,Review before applying to seed
Problem,das,noun,問題,問題,Problem,machine_candidate,Review before applying to seed
Professor,der,noun,教授,教授,Professor,machine_candidate,Review before applying to seed
Programm,das,noun,プログラム,プログラム,Programm,machine_candidate,Review before applying to seed
Prozent,das,noun,パーセント,パーセント,Prozent,machine_candidate,Review before applying to seed
Prozess,der,noun,プロセス,プロセス,Prozess,machine_candidate,Review before applying to seed
prüfen,,verb,チェック,チェック,prüfen,machine_candidate,Review before applying to seed
Prüfung,die,noun,テスト,テスト,Prüfung,machine_candidate,Review before applying to seed
Publikum,das,noun,観客,観客,Publikum,machine_candidate,Review before applying to seed
Pullover,der,noun,セーター,セーター,Pullover,machine_candidate,Review before applying to seed
Punkt,der,noun,ポイント,ポイント,Punkt,machine_candidate,Review before applying to seed
pünktlich,,adjective,時間通りに,時間通りに,pünktlich,machine_candidate,Review before applying to seed
Puppe,die,noun,人形,人形,Puppe,machine_candidate,Review before applying to seed
putzen,,verb,クリーニング,クリーニング,putzen,machine_candidate,Review before applying to seed
Qualität,die,noun,品質,品質,Qualität,machine_candidate,Review before applying to seed
Quelle,die,noun,ソース,ソース,Quelle,machine_candidate,Review before applying to seed
quer,,unknown,横切って,横切って,quer,machine_candidate,Review before applying to seed
Quittung,die,noun,レシート,レシート,Quittung,machine_candidate,Review before applying to seed
Rad,das,noun,車輪,車輪,Rad,machine_candidate,Review before applying to seed
Radio,das,noun,無線,無線,Radio,machine_candidate,Review before applying to seed
radioaktiv,,unknown,放射性物質,放射性物質,radioaktiv,machine_candidate,Review before applying to seed
rasieren,,verb,剃る,剃る,rasieren,machine_candidate,Review before applying to seed
Rat,der,noun,アドバイス,アドバイス,Rat,machine_candidate,Review before applying to seed
raten,,verb,推測,推測,raten,machine_candidate,Review before applying to seed
Rathaus,das,noun,市役所,市役所,Rathaus,machine_candidate,Review before applying to seed
Rätsel,das,noun,パズル,パズル,Rätsel,machine_candidate,Review before applying to seed
Räuber,der,noun,強盗,強盗,Räuber,machine_candidate,Review before applying to seed
rauchen,,verb,煙,煙,rauchen,machine_candidate,Review before applying to seed
Raucher,der,noun,喫煙者,喫煙者,Raucher,machine_candidate,Review before applying to seed
Raum,der,noun,空間,空間,Raum,machine_candidate,Review before applying to seed
rechnen,,verb,計算する,計算する,rechnen,machine_candidate,Review before applying to seed
Rechnung,die,noun,請求書,請求書,Rechnung,machine_candidate,Review before applying to seed
Recht,das,noun,右,右,Recht,machine_candidate,Review before applying to seed
rechts,,unknown,右,右,rechts,machine_candidate,Review before applying to seed
reden,,verb,話す,話す,reden,machine_candidate,Review before applying to seed
Regal,das,noun,棚,棚,Regal,machine_candidate,Review before applying to seed
Regel,die,noun,ルール,ルール,Regel,machine_candidate,Review before applying to seed
regelmäßig,,adjective,定期的に,定期的に,regelmäßig,machine_candidate,Review before applying to seed
Regen,der,noun,雨,雨,Regen,machine_candidate,Review before applying to seed
Regenmantel,der,noun,レインコート,レインコート,Regenmantel,machine_candidate,Review before applying to seed
Regenschirm,der,noun,傘,傘,Regenschirm,machine_candidate,Review before applying to seed
Regierung,die,noun,政府,政府,Regierung,machine_candidate,Review before applying to seed
regnen,,verb,雨,雨,regnen,machine_candidate,Review before applying to seed
reich,,unknown,リッチ,リッチ,reich,machine_candidate,Review before applying to seed
reichen,,verb,十分です,十分です,reichen,machine_candidate,Review before applying to seed
reif,,unknown,熟した,熟した,reif,machine_candidate,Review before applying to seed
rein,,unknown,純粋な,純粋な,rein,machine_candidate,Review before applying to seed
Reis,der,noun,米,米,Reis,machine_candidate,Review before applying to seed
Reise,die,noun,旅行,旅行,Reise,machine_candidate,Review before applying to seed
Reisebüro,das,noun,旅行代理店,旅行代理店,Reisebüro,machine_candidate,Review before applying to seed
reisen,,verb,旅行,旅行,reisen,machine_candidate,Review before applying to seed
Religion,die,noun,宗教,宗教,Religion,machine_candidate,Review before applying to seed
Rente,die,noun,年金,年金,Rente,machine_candidate,Review before applying to seed
Reparatur,die,noun,修理,修理,Reparatur,machine_candidate,Review before applying to seed
reparieren,,verb,修理,修理,reparieren,machine_candidate,Review before applying to seed
Republik,die,noun,共和国,共和国,Republik,machine_candidate,Review before applying to seed
reservieren,,verb,予約する,予約する,reservieren,machine_candidate,Review before applying to seed
Restaurant,das,noun,レストラン,レストラン,Restaurant,machine_candidate,Review before applying to seed
retten,,verb,保存,保存,retten,machine_candidate,Review before applying to seed
Revolution,die,noun,回転,回転,Revolution,machine_candidate,Review before applying to seed
Rezept,das,noun,レシピ,レシピ,Rezept,machine_candidate,Review before applying to seed
Richter,der,noun,裁判官,裁判官,Richter,machine_candidate,Review before applying to seed
richtig,,adjective,正しい,正しい,richtig,machine_candidate,Review before applying to seed
Richtung,die,noun,方向,方向,Richtung,machine_candidate,Review before applying to seed
riechen,,verb,匂い,匂い,riechen,machine_candidate,Review before applying to seed
Riese,der,noun,巨人,巨人,Riese,machine_candidate,Review before applying to seed
Ring,der,noun,指輪,指輪,Ring,machine_candidate,Review before applying to seed
Rock,der,noun,スカート,スカート,Rock,machine_candidate,Review before applying to seed
roh,,unknown,生,生,roh,machine_candidate,Review before applying to seed
Rolle,die,noun,役割,役割,Rolle,machine_candidate,Review before applying to seed
Roman,der,noun,小説,小説,Roman,machine_candidate,Review before applying to seed
Rose,die,noun,薔薇,薔薇,Rose,machine_candidate,Review before applying to seed
rot,,unknown,赤,赤,rot,machine_candidate,Review before applying to seed
Rücken,der,noun,戻る,戻る,Rücken,machine_candidate,Review before applying to seed
rufen,,verb,電話,電話,rufen,machine_candidate,Review before applying to seed
Ruhe,die,noun,静かな,静かな,Ruhe,machine_candidate,Review before applying to seed
ruhig,,adjective,静かな,静かな,ruhig,machine_candidate,Review before applying to seed
