order,lemma_de,display_de,article,pos,current_meaning_ja,suggested_meaning_ja,reason,confidence,action,notes
1114,Scheck,Scheck,der,noun,チェック,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1118,Schere,Schere,die,noun,ハサミ,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1119,Scherz,Scherz,der,noun,ジョーク,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1124,Schinken,Schinken,der,noun,ハム,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1128,schlank,schlank,,adjective,スリム,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1134,Schluss,Schluss,der,noun,エンディング,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1140,Schmuck,Schmuck,der,noun,ジュエリー,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1146,Schokolade,Schokolade,die,noun,チョコレート,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1147,schön,schön,,adjective,ニース,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1148,Schrank,Schrank,der,noun,ワードローブ,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1152,Schriftsteller,Schriftsteller,der,noun,ライター,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1157,Schulter,Schulter,die,noun,ショルダー,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1166,Schwimmbad,Schwimmbad,das,noun,スイミングプール,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1172,Sehenswürdigkeit,Sehenswürdigkeit,die,noun,アトラクション,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1176,Seite,Seite,die,noun,ページ,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1183,Sessel,Sessel,der,noun,アームチェア,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1192,Sinn,Sinn,der,noun,センス,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,noun candidate: Substantiv; noun candidate: Substantiv; noun candidate: Substantiv; meaning_ja: Google Translate candidate
1193,Sitte,Sitte,die,noun,カスタム,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1195,Sitzung,Sitzung,die,noun,ミーティング,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1196,Ski,Ski,der,noun,スキー,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1198,Socken,Socken,der,noun,ソックス,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1199,Sofa,Sofa,das,noun,ソファー,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1211,Sorte,Sorte,die,noun,バラエティ,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1212,Soße,Soße,die,noun,ソース,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1221,Speisekarte,Speisekarte,die,noun,メニュー,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1223,Spiel,Spiel,das,noun,ゲーム,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1248,Stiefel,Stiefel,der,noun,ブーツ,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1249,Stil,Stil,der,noun,スタイル,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1253,Stock,Stock,der,noun,ストック,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1258,Strafe,Strafe,die,noun,ペナルティ,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1260,Straßenbahn,Straßenbahn,die,noun,トラム,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1261,Strecke,Strecke,die,noun,ルート,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1265,Strumpf,Strumpf,der,noun,ストッキング,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1266,Stück,Stück,das,noun,ピース,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1271,Stufe,Stufe,die,noun,レベル,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1273,stumm,stumm,,adjective,ミュート,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1279,Supermarkt,Supermarkt,der,noun,スーパーマーケット,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1280,Suppe,Suppe,die,noun,スープ,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1282,Symbol,Symbol,das,noun,シンボル,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1283,System,System,das,noun,システム,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1290,Tasche,Tasche,die,noun,バッグ,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1291,Tasse,Tasse,die,noun,カップ,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1294,Technik,Technik,die,noun,テクノロジー,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1296,Technologie,Technologie,die,noun,テクノロジー,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1306,Teppich,Teppich,der,noun,カーペット,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1311,Tisch,Tisch,der,noun,テーブル,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1314,Toilette,Toilette,die,noun,トイレ,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1316,Tomate,Tomate,die,noun,トマト,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1318,Topf,Topf,der,noun,ポット,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1323,Traube,Traube,die,noun,グレープ,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1341,Tür,Tür,die,noun,ドア,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1342,Turm,Turm,der,noun,タワー,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1343,Tüte,Tüte,die,noun,バッグ,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1358,Übung,Übung,die,noun,エクササイズ,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1359,Uhr,Uhr,die,noun,クロック,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1370,Uniform,Uniform,die,noun,ユニフォーム,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1376,Unterhaltung,Unterhaltung,die,noun,エンターテインメント,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1426,violett,violett,,adjective,バイオレット,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1427,Visum,Visum,das,noun,ビザ,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1444,vorn,vorn,,adverb,フロント,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1445,Vorname,Vorname,der,noun,ファーストネーム,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1451,Vorteil,Vorteil,der,noun,アドバンテージ,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1484,Weihnachten,Weihnachten,das,noun,クリスマス,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1486,Wein,Wein,der,noun,ワイン,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1525,Witz,Witz,der,noun,ジョーク,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1533,Wohnung,Wohnung,die,noun,アパート,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1534,Wohnzimmer,Wohnzimmer,das,noun,リビングルーム,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1544,Wurst,Wurst,die,noun,ソーセージ,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1556,Zentimeter,Zentimeter,der,noun,センチメートル,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1562,Ziel,Ziel,das,noun,ゴール,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1564,Zigarette,Zigarette,die,noun,シガレット,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
1592,Zwiebel,Zwiebel,die,noun,タマネギ,,カタカナ直訳。false friend や文脈違いの可能性,low,review-required,meaning_ja: Google Translate candidate
